TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
37,33.5,30,32.0,29.0,26.0,92.0,87.0,82.0,30.45,10.0,6.0,2.0,17.0,20.5,24.0,0.01
37,33.5,30,34.0,30.0,26.0,92.0,84.0,76.0,30.24,10.0,6.0,2.0,9.0,12.0,15.0,0.0
63,49.0,35,36.0,32.0,28.0,100.0,63.5,27.0,29.94,10.0,6.5,3.0,13.0,17.0,21.0,0.01
52,42.5,33,37.0,29.0,21.0,96.0,74.0,52.0,30.19,10.0,7.5,5.0,15.0,19.5,24.0,0.0
36,33.5,31,30.0,24.5,19.0,92.0,72.0,52.0,30.38,10.0,6.0,2.0,13.0,17.0,21.0,0.01
36,33.5,31,34.0,30.0,26.0,100.0,92.5,85.0,30.31,10.0,6.0,2.0,10.0,13.5,17.0,0.1
43,39.0,35,41.0,37.5,34.0,100.0,94.5,89.0,30.29,8.0,5.0,2.0,10.0,13.0,16.0,0.09
45,41.5,38,42.0,39.5,37.0,100.0,94.5,89.0,30.28,10.0,5.5,1.0,10.0,12.5,15.0,0.02
63,52.0,41,59.0,50.0,41.0,100.0,95.0,90.0,29.98,5.0,2.5,0.0,8.0,10.5,13.0,0.01
70,52.0,34,67.0,49.5,32.0,100.0,94.5,89.0,29.9,10.0,5.0,0.0,21.0,28.5,36.0,0.15
47,39.0,31,32.0,25.0,18.0,89.0,61.0,33.0,30.45,10.0,6.0,2.0,20.0,26.5,33.0,0.13
57,41.5,26,29.0,24.0,19.0,81.0,54.0,27.0,30.56,10.0,10.0,10.0,8.0,10.5,13.0,0.0
60,49.0,38,37.0,30.5,24.0,82.0,55.5,29.0,30.4,10.0,10.0,10.0,10.0,11.5,13.0,0.0
54,50.5,47,51.0,44.0,37.0,100.0,69.0,38.0,30.17,10.0,5.5,1.0,12.0,14.0,16.0,0.45
55,52.0,49,52.0,50.0,48.0,100.0,96.5,93.0,29.96,10.0,5.5,1.0,8.0,10.5,13.0,2.17
63,56.5,50,52.0,50.5,49.0,96.0,78.0,60.0,30.04,10.0,10.0,10.0,9.0,11.5,14.0,0.0
59,56.5,54,51.0,50.0,49.0,86.0,79.0,72.0,30.2,10.0,10.0,10.0,13.0,16.5,20.0,0.0
73,62.5,52,55.0,52.0,49.0,96.0,72.5,49.0,30.1,10.0,9.5,9.0,13.0,15.5,18.0,0.02
78,65.5,53,54.0,50.0,46.0,100.0,68.0,36.0,30.0,10.0,5.5,1.0,12.0,15.0,18.0,0.0
78,65.5,53,53.0,48.5,44.0,89.0,61.0,33.0,30.1,10.0,10.0,10.0,15.0,19.0,23.0,0.0
69,60.0,51,54.0,51.0,48.0,89.0,72.0,55.0,30.26,10.0,10.0,10.0,12.0,14.0,16.0,0.0
77,64.5,52,62.0,56.5,51.0,100.0,73.0,46.0,30.21,10.0,7.0,4.0,10.0,13.5,17.0,0.0
77,70.0,63,66.0,63.5,61.0,100.0,82.0,64.0,30.11,10.0,7.0,4.0,9.0,12.5,16.0,0.01
81,70.5,60,65.0,61.5,58.0,93.0,73.5,54.0,29.99,10.0,9.0,8.0,13.0,16.5,20.0,0.13
83,73.0,63,66.0,63.5,61.0,100.0,79.0,58.0,29.95,10.0,6.0,2.0,12.0,14.5,17.0,0.0
71,64.0,57,67.0,61.0,55.0,93.0,88.5,84.0,30.09,10.0,5.0,0.0,15.0,18.5,22.0,1.17
61,58.0,55,58.0,56.0,54.0,100.0,95.0,90.0,30.08,10.0,6.0,2.0,10.0,13.5,17.0,0.43
78,67.5,57,59.0,57.0,55.0,100.0,75.0,50.0,30.03,10.0,8.5,7.0,9.0,12.0,15.0,0.0
80,66.0,52,59.0,55.0,51.0,100.0,72.5,45.0,30.06,10.0,8.0,6.0,9.0,11.5,14.0,0.0
83,71.0,59,62.0,59.5,57.0,97.0,72.0,47.0,29.97,10.0,9.5,9.0,14.0,18.0,22.0,0.0
84,73.0,62,63.0,61.0,59.0,93.0,72.0,51.0,29.91,10.0,10.0,10.0,16.0,21.5,27.0,0.0
70,62.0,54,65.0,49.0,33.0,93.0,62.0,31.0,30.03,10.0,6.0,2.0,20.0,24.5,29.0,0.05
82,64.0,46,44.0,36.5,29.0,71.0,43.5,16.0,30.15,10.0,10.0,10.0,13.0,16.0,19.0,0.0
84,66.0,48,49.0,44.5,40.0,86.0,54.0,22.0,30.08,10.0,10.0,10.0,13.0,18.5,24.0,0.0
84,70.5,57,60.0,55.0,50.0,93.0,66.5,40.0,30.06,10.0,10.0,10.0,17.0,22.5,28.0,0.0
80,72.0,64,64.0,62.0,60.0,93.0,75.5,58.0,30.11,10.0,9.5,9.0,12.0,15.0,18.0,0.0
82,74.0,66,66.0,62.5,59.0,93.0,73.5,54.0,30.0,10.0,8.5,7.0,13.0,16.5,20.0,0.0
83,75.5,68,67.0,64.0,61.0,90.0,70.5,51.0,29.92,10.0,7.0,4.0,14.0,19.5,25.0,0.0
84,76.0,68,68.0,65.5,63.0,90.0,76.0,62.0,29.9,10.0,8.0,6.0,15.0,20.5,26.0,0.0
86,76.0,66,68.0,58.0,48.0,90.0,66.5,43.0,29.98,10.0,7.0,4.0,17.0,22.0,27.0,0.0
69,62.5,56,48.0,42.5,37.0,61.0,52.5,44.0,30.24,10.0,10.0,10.0,17.0,24.5,32.0,0.0
69,64.0,59,64.0,56.0,48.0,100.0,78.0,56.0,30.0,10.0,5.5,1.0,10.0,13.0,16.0,0.02
85,75.0,65,67.0,65.5,64.0,100.0,75.5,51.0,29.94,10.0,6.0,2.0,14.0,19.0,24.0,0.0
87,77.5,68,67.0,64.5,62.0,90.0,70.5,51.0,29.96,10.0,9.0,8.0,16.0,21.0,26.0,0.0
79,74.0,69,69.0,67.0,65.0,90.0,80.5,71.0,29.92,10.0,8.0,6.0,16.0,22.5,29.0,0.0
87,78.5,70,71.0,68.0,65.0,90.0,72.5,55.0,29.86,10.0,8.5,7.0,15.0,21.0,27.0,0.0
74,65.0,56,68.0,57.5,47.0,93.0,70.0,47.0,30.08,10.0,10.0,10.0,14.0,20.0,26.0,0.09
70,64.5,59,66.0,59.5,53.0,100.0,86.0,72.0,30.04,10.0,5.5,1.0,7.0,9.5,12.0,0.0
82,74.5,67,69.0,67.0,65.0,100.0,81.0,62.0,29.91,10.0,5.0,0.0,13.0,16.0,19.0,0.01
87,75.5,64,70.0,62.0,54.0,100.0,67.0,34.0,29.86,10.0,6.0,2.0,13.0,16.0,19.0,0.09
77,67.0,57,61.0,55.0,49.0,87.0,66.5,46.0,30.04,10.0,10.0,10.0,12.0,16.0,20.0,0.0
83,68.5,54,65.0,57.5,50.0,93.0,69.0,45.0,29.97,10.0,10.0,10.0,14.0,17.0,20.0,0.0
81,74.0,67,70.0,67.0,64.0,93.0,77.5,62.0,29.91,10.0,7.0,4.0,17.0,22.0,27.0,0.01
75,70.5,66,70.0,65.5,61.0,93.0,81.0,69.0,29.92,10.0,6.0,2.0,12.0,15.0,18.0,0.41
77,65.5,54,66.0,59.5,53.0,100.0,82.0,64.0,29.87,10.0,5.0,0.0,28.0,35.5,43.0,0.57
89,73.0,57,69.0,54.0,39.0,100.0,60.0,20.0,29.8,10.0,5.0,0.0,15.0,20.0,25.0,0.0
73,63.5,54,48.0,42.0,36.0,64.0,48.0,32.0,29.98,10.0,10.0,10.0,15.0,20.0,25.0,0.0
81,66.0,51,63.0,55.0,47.0,89.0,66.0,43.0,29.95,10.0,10.0,10.0,13.0,17.5,22.0,0.0
81,74.0,67,68.0,65.5,63.0,93.0,78.5,64.0,29.89,10.0,8.5,7.0,16.0,19.5,23.0,0.0
85,76.5,68,72.0,69.0,66.0,100.0,84.5,69.0,29.87,10.0,5.5,1.0,10.0,13.0,16.0,0.0
85,77.0,69,74.0,71.5,69.0,100.0,84.5,69.0,29.82,10.0,5.5,1.0,14.0,18.5,23.0,0.43
93,81.5,70,73.0,59.5,46.0,100.0,60.5,21.0,29.74,10.0,6.0,2.0,12.0,16.0,20.0,0.04
86,77.5,69,72.0,67.5,63.0,93.0,77.0,61.0,29.65,10.0,5.5,1.0,18.0,25.0,32.0,0.08
85,74.0,63,70.0,61.0,52.0,100.0,66.0,32.0,29.68,10.0,5.5,1.0,17.0,27.0,37.0,0.56
65,59.0,53,59.0,53.0,47.0,84.0,74.0,64.0,29.98,10.0,10.0,10.0,17.0,21.5,26.0,0.0
77,63.0,49,48.0,44.5,41.0,93.0,61.0,29.0,30.05,10.0,10.0,10.0,12.0,15.5,19.0,0.0
83,66.5,50,51.0,49.0,47.0,89.0,60.0,31.0,29.99,10.0,9.0,8.0,10.0,12.0,14.0,0.0
84,69.5,55,56.0,53.0,50.0,86.0,59.5,33.0,30.02,10.0,10.0,10.0,10.0,12.5,15.0,0.0
83,70.5,58,55.0,53.0,51.0,80.0,58.0,36.0,30.02,10.0,10.0,10.0,13.0,16.5,20.0,0.0
84,71.0,58,62.0,58.5,55.0,93.0,66.5,40.0,29.98,10.0,10.0,10.0,15.0,19.0,23.0,0.0
84,75.0,66,66.0,62.5,59.0,93.0,71.0,49.0,30.02,10.0,7.0,4.0,16.0,21.0,26.0,0.0
83,74.5,66,70.0,66.0,62.0,100.0,77.0,54.0,29.95,10.0,5.0,0.0,20.0,24.0,28.0,3.84
87,79.0,71,71.0,69.5,68.0,93.0,74.0,55.0,29.91,10.0,6.5,3.0,14.0,18.5,23.0,0.01
83,78.0,73,73.0,71.0,69.0,87.0,80.5,74.0,29.87,10.0,6.0,2.0,17.0,21.5,26.0,0.02
79,76.0,73,75.0,72.5,70.0,93.0,87.5,82.0,29.87,10.0,5.5,1.0,13.0,16.0,19.0,0.29
85,78.5,72,73.0,71.0,69.0,93.0,79.0,65.0,29.82,10.0,6.0,2.0,17.0,24.0,31.0,0.02
87,81.5,76,72.0,70.5,69.0,87.0,71.0,55.0,29.8,10.0,8.5,7.0,17.0,23.0,29.0,0.0
79,73.5,68,73.0,67.0,61.0,94.0,78.0,62.0,29.99,10.0,5.5,1.0,12.0,16.0,20.0,0.4
69,67.0,65,67.0,65.0,63.0,100.0,90.5,81.0,30.14,10.0,5.5,1.0,10.0,13.5,17.0,0.23
70,67.0,64,70.0,67.0,64.0,100.0,96.5,93.0,30.08,10.0,5.0,0.0,14.0,20.0,26.0,1.12
87,77.5,68,74.0,70.0,66.0,100.0,82.5,65.0,30.03,10.0,5.5,1.0,15.0,19.5,24.0,0.08
77,72.0,67,71.0,68.0,65.0,100.0,87.0,74.0,29.95,10.0,5.5,1.0,13.0,16.5,20.0,0.36
87,77.0,67,73.0,69.0,65.0,97.0,79.0,61.0,29.85,10.0,8.0,6.0,18.0,24.0,30.0,0.0
84,75.0,66,72.0,68.5,65.0,100.0,82.5,65.0,29.94,10.0,5.5,1.0,22.0,28.5,35.0,2.6
88,80.5,73,75.0,72.5,70.0,93.0,77.0,61.0,30.03,10.0,6.5,3.0,12.0,16.0,20.0,0.0
89,81.5,74,75.0,72.0,69.0,87.0,73.0,59.0,29.99,10.0,7.5,5.0,17.0,22.5,28.0,0.0
89,80.5,72,76.0,73.0,70.0,94.0,75.0,56.0,29.94,10.0,5.5,1.0,13.0,17.0,21.0,0.33
76,69.0,62,74.0,66.5,59.0,94.0,83.5,73.0,30.08,10.0,8.5,7.0,15.0,19.5,24.0,0.02
77,69.5,62,71.0,66.0,61.0,100.0,91.0,82.0,30.08,10.0,5.5,1.0,10.0,13.5,17.0,0.03
87,76.5,66,74.0,70.0,66.0,100.0,82.5,65.0,30.02,10.0,5.0,0.0,18.0,25.0,32.0,1.41
82,73.0,64,70.0,66.5,63.0,93.0,81.0,69.0,29.89,10.0,7.5,5.0,8.0,12.5,17.0,0.76
82,74.0,66,74.0,70.0,66.0,100.0,87.0,74.0,29.84,10.0,5.0,0.0,16.0,22.5,29.0,5.2
89,77.5,66,75.0,69.5,64.0,100.0,79.5,59.0,29.95,10.0,6.0,2.0,13.0,16.5,20.0,0.0
85,76.0,67,75.0,69.5,64.0,94.0,81.5,69.0,30.03,10.0,8.0,6.0,12.0,15.0,18.0,0.0
87,78.0,69,79.0,74.5,70.0,94.0,79.5,65.0,30.01,10.0,6.0,2.0,15.0,20.0,25.0,0.2
89,76.5,64,73.0,68.0,63.0,100.0,75.5,51.0,29.95,10.0,5.5,1.0,21.0,27.0,33.0,0.67
88,79.0,70,70.0,67.0,64.0,93.0,74.0,55.0,30.0,10.0,9.0,8.0,12.0,14.0,16.0,0.0
86,76.5,67,67.0,64.0,61.0,90.0,67.0,44.0,30.06,10.0,10.0,10.0,9.0,12.5,16.0,0.0
88,76.0,64,66.0,64.5,63.0,93.0,69.5,46.0,30.03,10.0,9.5,9.0,8.0,10.0,12.0,0.0
90,78.5,67,70.0,67.0,64.0,93.0,69.5,46.0,29.96,10.0,10.0,10.0,9.0,12.5,16.0,0.0
89,78.0,67,70.0,67.0,64.0,90.0,68.5,47.0,29.91,10.0,10.0,10.0,13.0,16.5,20.0,0.0
88,78.0,68,70.0,66.5,63.0,90.0,67.5,45.0,29.95,10.0,10.0,10.0,12.0,14.0,16.0,0.0
90,79.5,69,72.0,69.0,66.0,97.0,72.0,47.0,30.0,10.0,10.0,10.0,12.0,14.5,17.0,0.0
90,80.0,70,70.0,67.0,64.0,97.0,71.5,46.0,29.97,10.0,10.0,10.0,9.0,11.5,14.0,0.0
91,80.5,70,70.0,67.0,64.0,97.0,70.5,44.0,29.94,10.0,10.0,10.0,12.0,14.5,17.0,0.0
93,82.0,71,71.0,67.5,64.0,93.0,67.0,41.0,29.95,10.0,10.0,10.0,9.0,11.0,13.0,0.0
95,83.5,72,70.0,65.5,61.0,87.0,60.0,33.0,29.89,10.0,10.0,10.0,8.0,10.5,13.0,0.0
93,82.5,72,70.0,68.0,66.0,79.0,61.5,44.0,29.83,10.0,10.0,10.0,10.0,13.0,16.0,0.0
94,83.5,73,72.0,70.5,69.0,93.0,71.0,49.0,29.8,10.0,10.0,10.0,15.0,20.0,25.0,0.0
93,84.0,75,75.0,73.0,71.0,88.0,70.0,52.0,29.82,10.0,10.0,10.0,13.0,16.5,20.0,0.01
95,85.0,75,74.0,71.5,69.0,94.0,70.0,46.0,29.84,10.0,10.0,10.0,18.0,23.5,29.0,0.0
86,79.0,72,76.0,73.5,71.0,100.0,87.0,74.0,29.89,10.0,5.0,0.0,13.0,17.5,22.0,1.34
89,81.5,74,76.0,72.5,69.0,100.0,77.5,55.0,29.93,10.0,6.0,2.0,16.0,20.0,24.0,0.19
83,78.0,73,75.0,72.5,70.0,94.0,84.0,74.0,29.9,10.0,5.0,0.0,15.0,20.0,25.0,1.34
89,80.5,72,77.0,74.0,71.0,100.0,82.5,65.0,29.85,10.0,5.0,0.0,23.0,19.0,15.0,2.66
90,81.5,73,75.0,72.5,70.0,100.0,82.0,64.0,29.95,10.0,8.5,7.0,12.0,16.5,21.0,0.0
84,77.5,71,76.0,73.0,70.0,94.0,86.5,79.0,30.02,10.0,5.0,0.0,13.0,17.5,22.0,1.09
83,77.5,72,77.0,73.5,70.0,100.0,89.5,79.0,30.02,10.0,5.0,0.0,17.0,21.5,26.0,0.49
86,79.0,72,78.0,74.0,70.0,100.0,85.0,70.0,30.03,10.0,5.0,0.0,17.0,23.0,29.0,0.93
89,80.5,72,77.0,74.0,71.0,100.0,84.0,68.0,30.06,10.0,8.0,6.0,10.0,13.5,17.0,0.0
92,83.5,75,76.0,73.5,71.0,94.0,73.0,52.0,30.1,10.0,10.0,10.0,13.0,16.5,20.0,0.0
92,83.0,74,74.0,72.0,70.0,100.0,78.0,56.0,30.12,10.0,10.0,10.0,12.0,14.0,16.0,0.0
93,83.0,73,74.0,72.0,70.0,100.0,76.0,52.0,30.06,10.0,10.0,10.0,12.0,14.5,17.0,0.0
93,84.5,76,74.0,72.0,70.0,94.0,73.0,52.0,29.98,10.0,10.0,10.0,10.0,14.0,18.0,0.0
91,82.5,74,75.0,72.5,70.0,94.0,75.0,56.0,29.99,10.0,8.0,6.0,14.0,18.0,22.0,0.01
91,82.0,73,75.0,72.5,70.0,94.0,73.0,52.0,30.0,10.0,6.0,2.0,13.0,15.0,17.0,0.08
93,83.5,74,74.0,72.0,70.0,100.0,74.5,49.0,29.97,10.0,7.5,5.0,10.0,14.0,18.0,0.0
94,83.5,73,76.0,73.5,71.0,100.0,76.0,52.0,30.01,10.0,5.0,0.0,14.0,20.0,26.0,0.75
91,81.0,71,75.0,72.0,69.0,93.0,78.0,63.0,30.01,10.0,10.0,10.0,17.0,24.0,31.0,0.0
91,80.5,70,73.0,71.0,69.0,100.0,78.0,56.0,29.98,10.0,8.0,6.0,16.0,22.5,29.0,0.0
91,83.5,76,74.0,71.5,69.0,88.0,68.5,49.0,29.96,10.0,8.5,7.0,12.0,15.5,19.0,0.0
92,84.0,76,74.0,73.0,72.0,94.0,73.0,52.0,29.98,10.0,9.5,9.0,14.0,18.0,22.0,0.0
91,83.5,76,75.0,73.0,71.0,94.0,75.0,56.0,30.0,10.0,9.0,8.0,14.0,20.0,26.0,0.0
91,84.0,77,74.0,71.5,69.0,88.0,71.5,55.0,29.99,10.0,8.5,7.0,16.0,22.0,28.0,0.0
91,84.5,78,75.0,72.5,70.0,85.0,70.5,56.0,29.95,10.0,9.0,8.0,16.0,22.0,28.0,0.0
91,84.5,78,74.0,71.5,69.0,85.0,68.5,52.0,29.98,10.0,8.0,6.0,18.0,23.5,29.0,0.0
93,84.5,76,74.0,70.0,66.0,88.0,64.5,41.0,30.03,10.0,8.0,6.0,16.0,20.0,24.0,0.0
94,84.0,74,74.0,69.0,64.0,94.0,67.5,41.0,30.06,10.0,8.0,6.0,13.0,17.0,21.0,0.0
93,83.0,73,73.0,69.5,66.0,94.0,69.0,44.0,30.1,10.0,9.0,8.0,14.0,16.5,19.0,0.0
94,84.0,74,73.0,70.5,68.0,87.0,66.5,46.0,30.05,10.0,10.0,10.0,12.0,15.5,19.0,0.0
96,85.5,75,73.0,70.5,68.0,94.0,68.5,43.0,29.93,10.0,9.5,9.0,13.0,16.0,19.0,0.0
97,85.5,74,72.0,67.0,62.0,87.0,60.5,34.0,29.87,10.0,10.0,10.0,10.0,14.0,18.0,0.0
95,85.0,75,72.0,69.0,66.0,87.0,64.0,41.0,29.91,10.0,10.0,10.0,13.0,16.0,19.0,0.0
95,84.5,74,72.0,69.5,67.0,93.0,68.5,44.0,29.95,10.0,7.0,4.0,12.0,15.5,19.0,0.0
96,86.0,76,74.0,71.5,69.0,88.0,65.5,43.0,29.94,10.0,10.0,10.0,13.0,17.0,21.0,0.0
98,87.5,77,74.0,71.5,69.0,88.0,65.0,42.0,29.96,10.0,10.0,10.0,14.0,18.5,23.0,0.0
97,86.5,76,74.0,71.0,68.0,88.0,65.0,42.0,29.97,10.0,10.0,10.0,13.0,17.5,22.0,0.0
97,85.5,74,73.0,70.0,67.0,94.0,66.0,38.0,29.93,10.0,9.0,8.0,12.0,15.5,19.0,0.0
97,86.0,75,73.0,69.5,66.0,94.0,66.0,38.0,29.88,10.0,9.0,8.0,13.0,16.0,19.0,0.0
97,87.0,77,74.0,71.0,68.0,85.0,63.5,42.0,29.89,10.0,10.0,10.0,13.0,18.0,23.0,0.0
99,88.0,77,73.0,69.0,65.0,88.0,61.5,35.0,29.95,10.0,10.0,10.0,14.0,19.0,24.0,0.0
99,88.0,77,74.0,71.0,68.0,85.0,61.5,38.0,29.98,10.0,10.0,10.0,13.0,16.5,20.0,0.0
98,86.5,75,73.0,69.5,66.0,94.0,66.0,38.0,29.95,10.0,10.0,10.0,12.0,15.5,19.0,0.0
98,87.0,76,75.0,71.5,68.0,94.0,67.0,40.0,29.89,10.0,8.0,6.0,12.0,14.5,17.0,0.0
100,88.5,77,75.0,70.5,66.0,88.0,61.5,35.0,29.9,10.0,7.5,5.0,13.0,16.5,20.0,0.0
100,88.5,77,75.0,70.0,65.0,91.0,63.0,35.0,29.93,10.0,8.0,6.0,14.0,19.5,25.0,0.0
101,88.5,76,74.0,69.5,65.0,88.0,60.5,33.0,29.99,10.0,10.0,10.0,12.0,15.0,18.0,0.0
101,88.0,75,71.0,65.5,60.0,82.0,54.5,27.0,30.01,10.0,10.0,10.0,10.0,13.0,16.0,0.0
102,90.0,78,70.0,66.0,62.0,69.0,52.0,35.0,29.97,10.0,10.0,10.0,13.0,17.0,21.0,0.0
99,86.0,73,64.0,60.0,56.0,68.0,46.5,25.0,29.94,10.0,10.0,10.0,10.0,13.5,17.0,0.0
100,87.5,75,66.0,62.0,58.0,69.0,47.5,26.0,29.88,10.0,10.0,10.0,10.0,13.0,16.0,0.0
99,87.0,75,69.0,64.5,60.0,79.0,54.0,29.0,29.86,10.0,10.0,10.0,13.0,15.0,17.0,0.0
100,88.5,77,74.0,70.0,66.0,88.0,61.5,35.0,29.9,10.0,10.0,10.0,12.0,17.0,22.0,0.0
101,89.5,78,75.0,69.5,64.0,85.0,59.0,33.0,29.93,10.0,10.0,10.0,13.0,17.0,21.0,0.0
102,89.5,77,73.0,69.0,65.0,85.0,59.0,33.0,29.89,10.0,10.0,10.0,13.0,17.5,22.0,0.0
101,88.5,76,73.0,69.5,66.0,88.0,60.5,33.0,29.87,10.0,10.0,10.0,13.0,17.5,22.0,0.0
103,89.5,76,73.0,72.5,72.0,100.0,65.5,31.0,29.86,10.0,10.0,10.0,20.0,22.0,24.0,0.0
103,88.5,74,0.0,0.0,0.0,100.0,64.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,89.5,74,0.0,0.0,0.0,100.0,62.0,24.0,0.0,0.0,0.0,0.0,14.0,17.0,20.0,0.0
105,90.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,92.0,79,69.0,67.5,66.0,55.0,43.0,31.0,29.95,10.0,10.0,10.0,13.0,16.5,20.0,0.0
104,91.0,78,70.0,66.5,63.0,74.0,50.5,27.0,29.94,10.0,10.0,10.0,10.0,14.5,19.0,0.0
101,89.5,78,74.0,69.5,65.0,85.0,58.0,31.0,29.95,10.0,10.0,10.0,10.0,13.5,17.0,0.0
98,88.5,79,73.0,64.5,56.0,74.0,53.5,33.0,29.96,10.0,10.0,10.0,10.0,13.0,16.0,0.0
98,86.5,75,70.0,65.5,61.0,82.0,57.5,33.0,29.93,10.0,9.0,8.0,13.0,16.0,19.0,0.0
98,86.0,74,71.0,67.5,64.0,87.0,61.0,35.0,29.91,10.0,9.5,9.0,12.0,14.5,17.0,0.0
99,87.5,76,73.0,69.0,65.0,88.0,61.5,35.0,29.84,10.0,10.0,10.0,14.0,18.5,23.0,0.0
99,88.5,78,74.0,70.5,67.0,85.0,62.0,39.0,29.8,10.0,10.0,10.0,13.0,16.5,20.0,0.0
84,78.5,73,74.0,70.0,66.0,94.0,78.0,62.0,29.94,10.0,5.5,1.0,13.0,17.5,22.0,0.35
92,82.0,72,74.0,70.5,67.0,93.0,72.5,52.0,29.96,10.0,7.0,4.0,14.0,18.5,23.0,0.0
99,87.0,75,75.0,70.0,65.0,94.0,64.5,35.0,29.92,10.0,10.0,10.0,13.0,17.5,22.0,0.0
101,88.5,76,76.0,70.5,65.0,94.0,63.5,33.0,29.97,10.0,10.0,10.0,12.0,15.0,18.0,0.0
101,88.5,76,73.0,67.5,62.0,87.0,58.0,29.0,30.0,10.0,10.0,10.0,9.0,12.0,15.0,0.0
101,89.0,77,71.0,68.0,65.0,79.0,56.0,33.0,30.01,10.0,10.0,10.0,12.0,17.5,23.0,0.0
98,85.5,73,71.0,67.5,64.0,87.0,61.5,36.0,30.05,10.0,10.0,10.0,8.0,10.5,13.0,0.0
98,86.0,74,72.0,64.0,56.0,87.0,56.0,25.0,30.01,10.0,10.0,10.0,12.0,15.0,18.0,0.0
98,85.0,72,65.0,61.0,57.0,73.0,50.0,27.0,29.95,10.0,10.0,10.0,12.0,15.0,18.0,0.0
95,83.0,71,65.0,62.5,60.0,79.0,55.0,31.0,29.98,10.0,10.0,10.0,9.0,12.0,15.0,0.0
96,85.5,75,67.0,64.5,62.0,74.0,55.0,36.0,29.97,10.0,10.0,10.0,10.0,13.5,17.0,0.0
97,85.5,74,72.0,66.5,61.0,87.0,58.5,30.0,29.97,10.0,10.0,10.0,16.0,20.0,24.0,0.0
94,84.0,74,72.0,67.5,63.0,87.0,64.0,41.0,30.0,10.0,10.0,10.0,14.0,17.5,21.0,0.0
95,83.0,71,70.0,67.0,64.0,90.0,64.5,39.0,30.01,10.0,10.0,10.0,12.0,15.5,19.0,0.0
94,83.5,73,71.0,68.0,65.0,87.0,64.0,41.0,29.92,10.0,10.0,10.0,13.0,16.0,19.0,0.0
100,87.5,75,74.0,70.0,66.0,88.0,61.5,35.0,29.91,10.0,10.0,10.0,14.0,18.5,23.0,0.0
101,90.0,79,77.0,71.5,66.0,91.0,62.0,33.0,29.95,10.0,10.0,10.0,16.0,20.0,24.0,0.01
100,88.0,76,75.0,70.0,65.0,94.0,62.5,31.0,29.95,10.0,9.0,8.0,12.0,15.5,19.0,0.0
100,88.0,76,74.0,69.0,64.0,88.0,60.5,33.0,29.91,10.0,10.0,10.0,13.0,16.5,20.0,0.0
99,87.5,76,74.0,69.5,65.0,88.0,60.5,33.0,29.89,10.0,10.0,10.0,10.0,13.0,16.0,0.0
93,83.5,74,75.0,71.5,68.0,100.0,73.5,47.0,29.91,10.0,5.5,1.0,10.0,13.5,17.0,1.05
96,84.0,72,76.0,72.0,68.0,100.0,71.0,42.0,29.91,10.0,5.0,0.0,16.0,20.5,25.0,0.79
93,84.0,75,75.0,71.5,68.0,94.0,71.5,49.0,29.92,10.0,7.0,4.0,12.0,16.0,20.0,0.0
91,80.0,69,72.0,59.0,46.0,87.0,55.0,23.0,30.02,10.0,10.0,10.0,13.0,16.5,20.0,0.0
91,77.0,63,58.0,52.5,47.0,73.0,48.5,24.0,30.02,10.0,10.0,10.0,13.0,16.5,20.0,0.0
90,77.0,64,68.0,59.5,51.0,79.0,53.0,27.0,30.01,10.0,10.0,10.0,12.0,14.5,17.0,0.0
95,84.0,73,72.0,70.0,68.0,87.0,66.5,46.0,30.02,10.0,8.5,7.0,16.0,21.0,26.0,0.0
93,84.0,75,74.0,71.5,69.0,94.0,71.5,49.0,30.05,10.0,6.0,2.0,13.0,16.0,19.0,0.04
96,85.5,75,73.0,69.0,65.0,94.0,66.5,39.0,29.99,10.0,10.0,10.0,13.0,15.5,18.0,0.0
96,85.5,75,73.0,67.0,61.0,94.0,63.5,33.0,29.88,10.0,10.0,10.0,12.0,15.0,18.0,0.0
96,85.0,74,73.0,63.0,53.0,94.0,60.0,26.0,29.92,10.0,10.0,10.0,9.0,11.5,14.0,0.0
95,82.0,69,70.0,63.5,57.0,90.0,60.0,30.0,29.96,0.0,0.0,0.0,9.0,12.0,15.0,0.0
95,84.0,73,71.0,62.0,53.0,87.0,56.5,26.0,29.95,0.0,0.0,0.0,12.0,14.0,16.0,0.0
97,83.5,70,67.0,64.0,61.0,79.0,56.0,33.0,29.98,10.0,10.0,10.0,10.0,13.5,17.0,0.0
94,81.0,68,69.0,61.0,53.0,90.0,58.0,26.0,29.99,10.0,9.5,9.0,10.0,12.5,15.0,0.0
95,82.0,69,64.0,58.0,52.0,73.0,48.5,24.0,29.99,10.0,10.0,10.0,10.0,13.0,16.0,0.0
96,84.0,72,67.0,63.5,60.0,79.0,57.5,36.0,30.0,10.0,10.0,10.0,12.0,15.5,19.0,0.0
95,81.5,68,65.0,58.0,51.0,84.0,54.0,24.0,29.93,10.0,10.0,10.0,12.0,16.5,21.0,0.0
